Block,Species,Sex,Year,Quota
Matetsi 1,Wildcat,Either,2014,2
Matetsi 1,Wildcat,Either,2015,2
Matetsi 1,Wildcat,Either,2016,2
Matetsi 1,Wildcat,Either,2017,2
Matetsi 1,Wildcat,Either,2018,2
Matetsi 1,Zebra,Either,2000,19
Matetsi 1,Zebra,Either,2001,19
Matetsi 1,Zebra,Either,2002,19
Matetsi 1,Zebra,Either,2003,19
Matetsi 1,Zebra,Either,2004,16
Matetsi 1,Zebra,Either,2005,16
Matetsi 1,Zebra,Either,2006,16
Matetsi 1,Zebra,Either,2007,19
Matetsi 1,Zebra,Either,2008,21
Matetsi 1,Zebra,Either,2009,15
Matetsi 1,Zebra,Either,2010,15
Matetsi 1,Zebra,Either,2011,150
Matetsi 1,Zebra,Either,2012,15
Matetsi 1,Zebra,Either,2013,15
Matetsi 1,Zebra,Either,2014,15
Matetsi 1,Zebra,Either,2015,15
Matetsi 1,Zebra,Either,2016,15
Matetsi 1,Zebra,Either,2017,15
Matetsi 1,Zebra,Either,2018,15
Matetsi 2,Baboon,Male,2000,
Matetsi 2,Baboon,Male,2001,
Matetsi 2,Baboon,Male,2002,
Matetsi 2,Baboon,Male,2003,
Matetsi 2,Baboon,Male,2004,
Matetsi 2,Baboon,Male,2005,
Matetsi 2,Baboon,Male,2006,20
Matetsi 2,Baboon,Male,2007,20
Matetsi 2,Baboon,Male,2008,20
Matetsi 2,Baboon,Male,2009,20
Matetsi 2,Baboon,Male,2010,20
Matetsi 2,Baboon,Male,2011,20
Matetsi 2,Baboon,Male,2012,20
Matetsi 2,Baboon,Male,2013,20
Matetsi 2,Baboon,Male,2014,20
Matetsi 2,Baboon,Male,2015,20
Matetsi 2,Baboon,Male,2016,20
Matetsi 2,Baboon,Male,2017,20
Matetsi 2,Baboon,Male,2018,20
Matetsi 2,Buffalo,Female,2000,
Matetsi 2,Buffalo,Female,2001,
Matetsi 2,Buffalo,Female,2002,
Matetsi 2,Buffalo,Female,2003,
Matetsi 2,Buffalo,Female,2004,
Matetsi 2,Buffalo,Female,2005,
Matetsi 2,Buffalo,Female,2006,3
Matetsi 2,Buffalo,Female,2007,3
Matetsi 2,Buffalo,Female,2008,3
Matetsi 2,Buffalo,Female,2009,3
Matetsi 2,Buffalo,Female,2010,3
Matetsi 2,Buffalo,Female,2011,0
Matetsi 2,Buffalo,Female,2012,0
Matetsi 2,Buffalo,Female,2013,0
Matetsi 2,Buffalo,Female,2014,0
Matetsi 2,Buffalo,Female,2015,0
Matetsi 2,Buffalo,Female,2016,0
Matetsi 2,Buffalo,Female,2017,0
Matetsi 2,Buffalo,Female,2018,0
Matetsi 2,Buffalo,Male,2000,
Matetsi 2,Buffalo,Male,2001,
Matetsi 2,Buffalo,Male,2002,
Matetsi 2,Buffalo,Male,2003,
Matetsi 2,Buffalo,Male,2004,
Matetsi 2,Buffalo,Male,2005,
Matetsi 2,Buffalo,Male,2006,13
Matetsi 2,Buffalo,Male,2007,12
Matetsi 2,Buffalo,Male,2008,12
Matetsi 2,Buffalo,Male,2009,12
Matetsi 2,Buffalo,Male,2010,12
Matetsi 2,Buffalo,Male,2011,10
Matetsi 2,Buffalo,Male,2012,10
Matetsi 2,Buffalo,Male,2013,12
Matetsi 2,Buffalo,Male,2014,12
Matetsi 2,Buffalo,Male,2015,14
Matetsi 2,Buffalo,Male,2016,14
Matetsi 2,Buffalo,Male,2017,14
Matetsi 2,Buffalo,Male,2018,14
Matetsi 2,Bushbuck,Male,2000,
Matetsi 2,Bushbuck,Male,2001,
Matetsi 2,Bushbuck,Male,2002,
Matetsi 2,Bushbuck,Male,2003,
Matetsi 2,Bushbuck,Male,2004,
Matetsi 2,Bushbuck,Male,2005,
Matetsi 2,Bushbuck,Male,2006,1
Matetsi 2,Bushbuck,Male,2007,1
Matetsi 2,Bushbuck,Male,2008,1
Matetsi 2,Bushbuck,Male,2009,1
Matetsi 2,Bushbuck,Male,2010,1
Matetsi 2,Bushbuck,Male,2011,1
Matetsi 2,Bushbuck,Male,2012,1
Matetsi 2,Bushbuck,Male,2013,3
Matetsi 2,Bushbuck,Male,2014,3
Matetsi 2,Bushbuck,Male,2015,3
Matetsi 2,Bushbuck,Male,2016,3
Matetsi 2,Bushbuck,Male,2017,3
Matetsi 2,Bushbuck,Male,2018,3
Matetsi 2,Civet,Either,2000,
Matetsi 2,Civet,Either,2001,
Matetsi 2,Civet,Either,2002,
Matetsi 2,Civet,Either,2003,
Matetsi 2,Civet,Either,2004,
Matetsi 2,Civet,Either,2005,
Matetsi 2,Civet,Either,2006,5
Matetsi 2,Civet,Either,2007,5
Matetsi 2,Civet,Either,2008,5
Matetsi 2,Civet,Either,2009,5
Matetsi 2,Civet,Either,2010,5
Matetsi 2,Civet,Either,2011,5
Matetsi 2,Civet,Either,2012,5
Matetsi 2,Civet,Either,2013,5
Matetsi 2,Civet,Either,2014,5
Matetsi 2,Civet,Either,2015,5
Matetsi 2,Civet,Either,2016,5
Matetsi 2,Civet,Either,2017,5
Matetsi 2,Civet,Either,2018,5
Matetsi 2,Duiker,Either,2000,
Matetsi 2,Duiker,Either,2001,
Matetsi 2,Duiker,Either,2002,
Matetsi 2,Duiker,Either,2003,
Matetsi 2,Duiker,Either,2004,
Matetsi 2,Duiker,Either,2005,
Matetsi 2,Duiker,Either,2006,6
Matetsi 2,Duiker,Either,2007,6
Matetsi 2,Duiker,Either,2008,6
Matetsi 2,Duiker,Either,2009,6
Matetsi 2,Duiker,Either,2010,6
Matetsi 2,Duiker,Either,2011,6
Matetsi 2,Duiker,Either,2012,6
Matetsi 2,Duiker,Either,2013,6
Matetsi 2,Duiker,Either,2014,6
Matetsi 2,Duiker,Either,2015,6
Matetsi 2,Duiker,Either,2016,6
Matetsi 2,Duiker,Either,2017,6
Matetsi 2,Duiker,Either,2018,6
Matetsi 2,Eland,Male,2000,
Matetsi 2,Eland,Male,2001,
Matetsi 2,Eland,Male,2002,
Matetsi 2,Eland,Male,2003,
Matetsi 2,Eland,Male,2004,
Matetsi 2,Eland,Male,2005,
Matetsi 2,Eland,Male,2006,2
Matetsi 2,Eland,Male,2007,2
Matetsi 2,Eland,Male,2008,2
Matetsi 2,Eland,Male,2009,2
Matetsi 2,Eland,Male,2010,2
Matetsi 2,Eland,Male,2011,2
Matetsi 2,Eland,Male,2012,2
Matetsi 2,Eland,Male,2013,2
Matetsi 2,Eland,Male,2014,2
Matetsi 2,Eland,Male,2015,2
Matetsi 2,Eland,Male,2016,2
Matetsi 2,Eland,Male,2017,2
Matetsi 2,Eland,Male,2018,2
Matetsi 2,Elephant,Male,2000,
Matetsi 2,Elephant,Male,2001,
Matetsi 2,Elephant,Male,2002,
Matetsi 2,Elephant,Male,2003,
Matetsi 2,Elephant,Male,2004,
Matetsi 2,Elephant,Male,2005,
Matetsi 2,Elephant,Male,2006,5
Matetsi 2,Elephant,Male,2007,4
Matetsi 2,Elephant,Male,2008,4
Matetsi 2,Elephant,Male,2009,4
Matetsi 2,Elephant,Male,2010,4
Matetsi 2,Elephant,Male,2011,3
Matetsi 2,Elephant,Male,2012,5
Matetsi 2,Elephant,Male,2013,5
Matetsi 2,Elephant,Male,2014,5
Matetsi 2,Elephant,Male,2015,6
Matetsi 2,Elephant,Male,2016,6
Matetsi 2,Elephant,Male,2017,6
Matetsi 2,Elephant,Male,2018,6
Matetsi 2,Elephant,t/l,2000,
Matetsi 2,Elephant,t/l,2001,
Matetsi 2,Elephant,t/l,2002,
Matetsi 2,Elephant,t/l,2003,
Matetsi 2,Elephant,t/l,2004,
Matetsi 2,Elephant,t/l,2005,
Matetsi 2,Elephant,t/l,2006,2
Matetsi 2,Elephant,t/l,2007,2
Matetsi 2,Elephant,t/l,2008,2
Matetsi 2,Elephant,t/l,2009,2
Matetsi 2,Elephant,t/l,2010,2
Matetsi 2,Elephant,t/l,2011,2
Matetsi 2,Elephant,t/l,2012,2
Matetsi 2,Elephant,t/l,2013,3
Matetsi 2,Elephant,t/l,2014,3
Matetsi 2,Elephant,t/l,2015,3
Matetsi 2,Elephant,t/l,2016,3
Matetsi 2,Elephant,t/l,2017,3
Matetsi 2,Elephant,t/l,2018,3
Matetsi 2,Francolin,Either,2000,
Matetsi 2,Francolin,Either,2001,
Matetsi 2,Francolin,Either,2002,
Matetsi 2,Francolin,Either,2003,
Matetsi 2,Francolin,Either,2004,
Matetsi 2,Francolin,Either,2005,
Matetsi 2,Francolin,Either,2006,150
Matetsi 2,Francolin,Either,2007,150
Matetsi 2,Francolin,Either,2008,150
Matetsi 2,Francolin,Either,2009,150
Matetsi 2,Francolin,Either,2010,150
Matetsi 2,Francolin,Either,2011,150
Matetsi 2,Francolin,Either,2012,150
Matetsi 2,Francolin,Either,2013,150
Matetsi 2,Francolin,Either,2014,150
Matetsi 2,Francolin,Either,2015,150
Matetsi 2,Francolin,Either,2016,150
Matetsi 2,Francolin,Either,2017,150
Matetsi 2,Francolin,Either,2018,150
Matetsi 2,Genet,Either,2000,
Matetsi 2,Genet,Either,2001,
Matetsi 2,Genet,Either,2002,
Matetsi 2,Genet,Either,2003,
Matetsi 2,Genet,Either,2004,
Matetsi 2,Genet,Either,2005,
Matetsi 2,Genet,Either,2006,5
Matetsi 2,Genet,Either,2007,5
Matetsi 2,Genet,Either,2008,5
Matetsi 2,Genet,Either,2009,5
Matetsi 2,Genet,Either,2010,5
Matetsi 2,Genet,Either,2011,5
Matetsi 2,Genet,Either,2012,5
Matetsi 2,Genet,Either,2013,5
Matetsi 2,Genet,Either,2014,5
Matetsi 2,Genet,Either,2015,5
Matetsi 2,Genet,Either,2016,5
Matetsi 2,Genet,Either,2017,5
Matetsi 2,Genet,Either,2018,5
Matetsi 2,Giraffe,Male,2000,
Matetsi 2,Giraffe,Male,2001,
Matetsi 2,Giraffe,Male,2002,
Matetsi 2,Giraffe,Male,2003,
Matetsi 2,Giraffe,Male,2004,
Matetsi 2,Giraffe,Male,2005,
Matetsi 2,Giraffe,Male,2006,2
Matetsi 2,Giraffe,Male,2007,2
Matetsi 2,Giraffe,Male,2008,2
Matetsi 2,Giraffe,Male,2009,2
Matetsi 2,Giraffe,Male,2010,2
Matetsi 2,Giraffe,Male,2011,2
Matetsi 2,Giraffe,Male,2012,2
Matetsi 2,Giraffe,Male,2013,2
Matetsi 2,Giraffe,Male,2014,2
Matetsi 2,Giraffe,Male,2015,2
Matetsi 2,Giraffe,Male,2016,2
Matetsi 2,Giraffe,Male,2017,2
Matetsi 2,Giraffe,Male,2018,2
Matetsi 2,Grysbok,Male,2000,
Matetsi 2,Grysbok,Male,2001,
Matetsi 2,Grysbok,Male,2002,
Matetsi 2,Grysbok,Male,2003,
Matetsi 2,Grysbok,Male,2004,
Matetsi 2,Grysbok,Male,2005,
Matetsi 2,Grysbok,Male,2006,4
Matetsi 2,Grysbok,Male,2007,4
Matetsi 2,Grysbok,Male,2008,4
Matetsi 2,Grysbok,Male,2009,4
Matetsi 2,Grysbok,Male,2010,4
Matetsi 2,Grysbok,Male,2011,4
Matetsi 2,Grysbok,Male,2012,4
Matetsi 2,Grysbok,Male,2013,4
Matetsi 2,Grysbok,Male,2014,4
Matetsi 2,Grysbok,Male,2015,4
Matetsi 2,Grysbok,Male,2016,4
Matetsi 2,Grysbok,Male,2017,4
Matetsi 2,Grysbok,Male,2018,4
Matetsi 2,Guinea fowl,Either,2000,
Matetsi 2,Guinea fowl,Either,2001,
Matetsi 2,Guinea fowl,Either,2002,
Matetsi 2,Guinea fowl,Either,2003,
Matetsi 2,Guinea fowl,Either,2004,
Matetsi 2,Guinea fowl,Either,2005,
Matetsi 2,Guinea fowl,Either,2006,150
Matetsi 2,Guinea fowl,Either,2007,150
Matetsi 2,Guinea fowl,Either,2008,150
Matetsi 2,Guinea fowl,Either,2009,150
Matetsi 2,Guinea fowl,Either,2010,150
Matetsi 2,Guinea fowl,Either,2011,150
Matetsi 2,Guinea fowl,Either,2012,150
Matetsi 2,Guinea fowl,Either,2013,150
Matetsi 2,Guinea fowl,Either,2014,150
Matetsi 2,Guinea fowl,Either,2015,150
Matetsi 2,Guinea fowl,Either,2016,150
Matetsi 2,Guinea fowl,Either,2017,150
Matetsi 2,Guinea fowl,Either,2018,150
Matetsi 2,Impala,Female,2000,
Matetsi 2,Impala,Female,2001,
Matetsi 2,Impala,Female,2002,
Matetsi 2,Impala,Female,2003,
Matetsi 2,Impala,Female,2004,
Matetsi 2,Impala,Female,2005,
Matetsi 2,Impala,Female,2006,30
Matetsi 2,Impala,Female,2007,30
Matetsi 2,Impala,Female,2008,30
Matetsi 2,Impala,Female,2009,30
Matetsi 2,Impala,Female,2010,30
Matetsi 2,Impala,Female,2011,0
Matetsi 2,Impala,Female,2012,0
Matetsi 2,Impala,Female,2013,0
Matetsi 2,Impala,Female,2014,0
Matetsi 2,Impala,Female,2015,0
Matetsi 2,Impala,Female,2016,0
Matetsi 2,Impala,Female,2017,0
Matetsi 2,Impala,Female,2018,0
Matetsi 2,Impala,Male,2000,
Matetsi 2,Impala,Male,2001,
Matetsi 2,Impala,Male,2002,
Matetsi 2,Impala,Male,2003,
Matetsi 2,Impala,Male,2004,
Matetsi 2,Impala,Male,2005,
Matetsi 2,Impala,Male,2006,40
Matetsi 2,Impala,Male,2007,40
Matetsi 2,Impala,Male,2008,40
Matetsi 2,Impala,Male,2009,40
Matetsi 2,Impala,Male,2010,40
Matetsi 2,Impala,Male,2011,40
Matetsi 2,Impala,Male,2012,40
Matetsi 2,Impala,Male,2013,40
Matetsi 2,Impala,Male,2014,40
Matetsi 2,Impala,Male,2015,40
Matetsi 2,Impala,Male,2016,40
Matetsi 2,Impala,Male,2017,40
Matetsi 2,Impala,Male,2018,40
Matetsi 2,Jackal,Either,2000,
Matetsi 2,Jackal,Either,2001,
Matetsi 2,Jackal,Either,2002,
Matetsi 2,Jackal,Either,2003,
Matetsi 2,Jackal,Either,2004,
Matetsi 2,Jackal,Either,2005,
Matetsi 2,Jackal,Either,2006,5
Matetsi 2,Jackal,Either,2007,5
Matetsi 2,Jackal,Either,2008,5
Matetsi 2,Jackal,Either,2009,5
Matetsi 2,Jackal,Either,2010,5
Matetsi 2,Jackal,Either,2011,5
Matetsi 2,Jackal,Either,2012,5
Matetsi 2,Jackal,Either,2013,5
Matetsi 2,Jackal,Either,2014,5
Matetsi 2,Jackal,Either,2015,5
Matetsi 2,Jackal,Either,2016,5
Matetsi 2,Jackal,Either,2017,5
Matetsi 2,Jackal,Either,2018,5
Matetsi 2,Klipspringer,Male,2000,
Matetsi 2,Klipspringer,Male,2001,
Matetsi 2,Klipspringer,Male,2002,
Matetsi 2,Klipspringer,Male,2003,
Matetsi 2,Klipspringer,Male,2004,
Matetsi 2,Klipspringer,Male,2005,
Matetsi 2,Klipspringer,Male,2006,3
Matetsi 2,Klipspringer,Male,2007,3
Matetsi 2,Klipspringer,Male,2008,3
Matetsi 2,Klipspringer,Male,2009,3
Matetsi 2,Klipspringer,Male,2010,3
Matetsi 2,Klipspringer,Male,2011,3
Matetsi 2,Klipspringer,Male,2012,3
Matetsi 2,Klipspringer,Male,2013,3
Matetsi 2,Klipspringer,Male,2014,3
Matetsi 2,Klipspringer,Male,2015,3
Matetsi 2,Klipspringer,Male,2016,3
Matetsi 2,Klipspringer,Male,2017,3
Matetsi 2,Klipspringer,Male,2018,3
Matetsi 2,Kudu,Female,2000,
Matetsi 2,Kudu,Female,2001,
Matetsi 2,Kudu,Female,2002,
Matetsi 2,Kudu,Female,2003,
Matetsi 2,Kudu,Female,2004,
Matetsi 2,Kudu,Female,2005,
Matetsi 2,Kudu,Female,2006,3
Matetsi 2,Kudu,Female,2007,3
Matetsi 2,Kudu,Female,2008,3
Matetsi 2,Kudu,Female,2009,3
Matetsi 2,Kudu,Female,2010,3
Matetsi 2,Kudu,Female,2011,0
Matetsi 2,Kudu,Female,2012,0
Matetsi 2,Kudu,Female,2013,0
Matetsi 2,Kudu,Female,2014,0
Matetsi 2,Kudu,Female,2015,0
Matetsi 2,Kudu,Female,2016,0
Matetsi 2,Kudu,Female,2017,0
Matetsi 2,Kudu,Female,2018,0
Matetsi 2,Kudu,Male,2000,
Matetsi 2,Kudu,Male,2001,
Matetsi 2,Kudu,Male,2002,
Matetsi 2,Kudu,Male,2003,
Matetsi 2,Kudu,Male,2004,
Matetsi 2,Kudu,Male,2005,
Matetsi 2,Kudu,Male,2006,10
Matetsi 2,Kudu,Male,2007,10
Matetsi 2,Kudu,Male,2008,10
Matetsi 2,Kudu,Male,2009,10
Matetsi 2,Kudu,Male,2010,10
Matetsi 2,Kudu,Male,2011,10
Matetsi 2,Kudu,Male,2012,10
Matetsi 2,Kudu,Male,2013,11
Matetsi 2,Kudu,Male,2014,11
Matetsi 2,Kudu,Male,2015,11
Matetsi 2,Kudu,Male,2016,11
Matetsi 2,Kudu,Male,2017,11
Matetsi 2,Kudu,Male,2018,11
Matetsi 2,Leopard,Male,2000,
Matetsi 2,Leopard,Male,2001,
Matetsi 2,Leopard,Male,2002,
Matetsi 2,Leopard,Male,2003,
Matetsi 2,Leopard,Male,2004,
Matetsi 2,Leopard,Male,2005,
Matetsi 2,Leopard,Male,2006,5
Matetsi 2,Leopard,Male,2007,5
Matetsi 2,Leopard,Male,2008,5
Matetsi 2,Leopard,Male,2009,5
Matetsi 2,Leopard,Male,2010,5
Matetsi 2,Leopard,Male,2011,4
Matetsi 2,Leopard,Male,2012,4
Matetsi 2,Leopard,Male,2013,4
Matetsi 2,Leopard,Male,2014,4
Matetsi 2,Leopard,Male,2015,3
Matetsi 2,Leopard,Male,2016,3
Matetsi 2,Leopard,Male,2017,3
Matetsi 2,Leopard,Male,2018,3
Matetsi 2,Lion,Male,2000,
Matetsi 2,Lion,Male,2001,
Matetsi 2,Lion,Male,2002,
Matetsi 2,Lion,Male,2003,
Matetsi 2,Lion,Male,2004,
Matetsi 2,Lion,Male,2005,
Matetsi 2,Lion,Male,2006,0
Matetsi 2,Lion,Male,2007,0
Matetsi 2,Lion,Male,2008,0
Matetsi 2,Lion,Male,2009,0
Matetsi 2,Lion,Male,2010,0
Matetsi 2,Lion,Male,2011,1
Matetsi 2,Lion,Male,2012,2
Matetsi 2,Lion,Male,2013,2
Matetsi 2,Lion,Male,2014,1
Matetsi 2,Lion,Male,2015,1
Matetsi 2,Lion,Male,2016,2
Matetsi 2,Lion,Male,2017,2
Matetsi 2,Lion,Male,2018,2
Matetsi 2,Pigeons/Doves,Either,2000,
Matetsi 2,Pigeons/Doves,Either,2001,
Matetsi 2,Pigeons/Doves,Either,2002,
Matetsi 2,Pigeons/Doves,Either,2003,
Matetsi 2,Pigeons/Doves,Either,2004,
Matetsi 2,Pigeons/Doves,Either,2005,
Matetsi 2,Pigeons/Doves,Either,2006,150
Matetsi 2,Pigeons/Doves,Either,2007,150
Matetsi 2,Pigeons/Doves,Either,2008,150
Matetsi 2,Pigeons/Doves,Either,2009,150
Matetsi 2,Pigeons/Doves,Either,2010,150
Matetsi 2,Pigeons/Doves,Either,2011,150
Matetsi 2,Pigeons/Doves,Either,2012,150
Matetsi 2,Pigeons/Doves,Either,2013,150
Matetsi 2,Pigeons/Doves,Either,2014,150
Matetsi 2,Pigeons/Doves,Either,2015,150
Matetsi 2,Pigeons/Doves,Either,2016,150
Matetsi 2,Pigeons/Doves,Either,2017,150
Matetsi 2,Pigeons/Doves,Either,2018,150
Matetsi 2,Porcupine,Either,2000,
Matetsi 2,Porcupine,Either,2001,
Matetsi 2,Porcupine,Either,2002,
Matetsi 2,Porcupine,Either,2003,
Matetsi 2,Porcupine,Either,2004,
Matetsi 2,Porcupine,Either,2005,
Matetsi 2,Porcupine,Either,2006,5
Matetsi 2,Porcupine,Either,2007,5
Matetsi 2,Porcupine,Either,2008,5
Matetsi 2,Porcupine,Either,2009,5
Matetsi 2,Porcupine,Either,2010,5
Matetsi 2,Porcupine,Either,2011,5
Matetsi 2,Porcupine,Either,2012,5
Matetsi 2,Porcupine,Either,2013,5
Matetsi 2,Porcupine,Either,2014,5
Matetsi 2,Porcupine,Either,2015,5
Matetsi 2,Porcupine,Either,2016,5
Matetsi 2,Porcupine,Either,2017,5
Matetsi 2,Porcupine,Either,2018,5
Matetsi 2,Reedbuck,Male,2000,
Matetsi 2,Reedbuck,Male,2001,
Matetsi 2,Reedbuck,Male,2002,
Matetsi 2,Reedbuck,Male,2003,
Matetsi 2,Reedbuck,Male,2004,
Matetsi 2,Reedbuck,Male,2005,
Matetsi 2,Reedbuck,Male,2006,2
Matetsi 2,Reedbuck,Male,2007,2
Matetsi 2,Reedbuck,Male,2008,2
Matetsi 2,Reedbuck,Male,2009,2
Matetsi 2,Reedbuck,Male,2010,2
Matetsi 2,Reedbuck,Male,2011,2
Matetsi 2,Reedbuck,Male,2012,2
Matetsi 2,Reedbuck,Male,2013,2
Matetsi 2,Reedbuck,Male,2014,2
Matetsi 2,Reedbuck,Male,2015,2
Matetsi 2,Reedbuck,Male,2016,2
Matetsi 2,Reedbuck,Male,2017,2
Matetsi 2,Reedbuck,Male,2018,2
Matetsi 2,Roan,Male,2000,
Matetsi 2,Roan,Male,2001,
Matetsi 2,Roan,Male,2002,
Matetsi 2,Roan,Male,2003,
Matetsi 2,Roan,Male,2004,
Matetsi 2,Roan,Male,2005,
Matetsi 2,Roan,Male,2006,0
Matetsi 2,Roan,Male,2007,0
Matetsi 2,Roan,Male,2008,0
Matetsi 2,Roan,Male,2009,0
Matetsi 2,Roan,Male,2010,0
Matetsi 2,Roan,Male,2011,0
Matetsi 2,Roan,Male,2012,0
Matetsi 2,Roan,Male,2013,0
Matetsi 2,Roan,Male,2014,0
Matetsi 2,Roan,Male,2015,0
Matetsi 2,Roan,Male,2016,1
Matetsi 2,Roan,Male,2017,1
Matetsi 2,Roan,Male,2018,1
Matetsi 2,Spotted hyaena,Either,2000,
Matetsi 2,Spotted hyaena,Either,2001,
Matetsi 2,Spotted hyaena,Either,2002,
Matetsi 2,Spotted hyaena,Either,2003,
Matetsi 2,Spotted hyaena,Either,2004,
Matetsi 2,Spotted hyaena,Either,2005,
Matetsi 2,Spotted hyaena,Either,2006,30
Matetsi 2,Spotted hyaena,Either,2007,30
Matetsi 2,Spotted hyaena,Either,2008,30
Matetsi 2,Spotted hyaena,Either,2009,30
Matetsi 2,Spotted hyaena,Either,2010,30
Matetsi 2,Spotted hyaena,Either,2011,30
Matetsi 2,Spotted hyaena,Either,2012,30
Matetsi 2,Spotted hyaena,Either,2013,30
Matetsi 2,Spotted hyaena,Either,2014,30
Matetsi 2,Spotted hyaena,Either,2015,30
Matetsi 2,Spotted hyaena,Either,2016,30
Matetsi 2,Spotted hyaena,Either,2017,30
Matetsi 2,Spotted hyaena,Either,2018,30
Matetsi 2,Steenbok,Male,2000,
Matetsi 2,Steenbok,Male,2001,
Matetsi 2,Steenbok,Male,2002,
Matetsi 2,Steenbok,Male,2003,
Matetsi 2,Steenbok,Male,2004,
Matetsi 2,Steenbok,Male,2005,
Matetsi 2,Steenbok,Male,2006,1
Matetsi 2,Steenbok,Male,2007,1
Matetsi 2,Steenbok,Male,2008,1
Matetsi 2,Steenbok,Male,2009,1
Matetsi 2,Steenbok,Male,2010,1
Matetsi 2,Steenbok,Male,2011,1
Matetsi 2,Steenbok,Male,2012,1
Matetsi 2,Steenbok,Male,2013,1
Matetsi 2,Steenbok,Male,2014,1
Matetsi 2,Steenbok,Male,2015,1
Matetsi 2,Steenbok,Male,2016,1
Matetsi 2,Steenbok,Male,2017,1
Matetsi 2,Steenbok,Male,2018,1
Matetsi 2,Sable,Male,2000,
Matetsi 2,Sable,Male,2001,
Matetsi 2,Sable,Male,2002,
Matetsi 2,Sable,Male,2003,
Matetsi 2,Sable,Male,2004,
Matetsi 2,Sable,Male,2005,
Matetsi 2,Sable,Male,2006,5
Matetsi 2,Sable,Male,2007,5
Matetsi 2,Sable,Male,2008,5
Matetsi 2,Sable,Male,2009,5
Matetsi 2,Sable,Male,2010,5
Matetsi 2,Sable,Male,2011,5
Matetsi 2,Sable,Male,2012,5
Matetsi 2,Sable,Male,2013,6
Matetsi 2,Sable,Male,2014,6
Matetsi 2,Sable,Male,2015,6
Matetsi 2,Sable,Male,2016,5
Matetsi 2,Sable,Male,2017,5
Matetsi 2,Sable,Male,2018,6
Matetsi 2,Sandgrouse,Either,2000,
Matetsi 2,Sandgrouse,Either,2001,
Matetsi 2,Sandgrouse,Either,2002,
Matetsi 2,Sandgrouse,Either,2003,
Matetsi 2,Sandgrouse,Either,2004,
Matetsi 2,Sandgrouse,Either,2005,
Matetsi 2,Sandgrouse,Either,2006,50
Matetsi 2,Sandgrouse,Either,2007,50
Matetsi 2,Sandgrouse,Either,2008,50
Matetsi 2,Sandgrouse,Either,2009,50
Matetsi 2,Sandgrouse,Either,2010,50
Matetsi 2,Sandgrouse,Either,2011,50
Matetsi 2,Sandgrouse,Either,2012,50
Matetsi 2,Sandgrouse,Either,2013,50
Matetsi 2,Sandgrouse,Either,2014,50
Matetsi 2,Sandgrouse,Either,2015,50
Matetsi 2,Sandgrouse,Either,2016,50
Matetsi 2,Sandgrouse,Either,2017,50
Matetsi 2,Sandgrouse,Either,2018,50
Matetsi 2,Serval,Either,2000,
Matetsi 2,Serval,Either,2001,
Matetsi 2,Serval,Either,2002,
Matetsi 2,Serval,Either,2003,
Matetsi 2,Serval,Either,2004,
Matetsi 2,Serval,Either,2005,
Matetsi 2,Serval,Either,2006,1
Matetsi 2,Serval,Either,2007,1
Matetsi 2,Serval,Either,2008,1
Matetsi 2,Serval,Either,2009,1
Matetsi 2,Serval,Either,2010,1
Matetsi 2,Serval,Either,2011,1
Matetsi 2,Serval,Either,2012,1
Matetsi 2,Serval,Either,2013,1
Matetsi 2,Serval,Either,2014,1
Matetsi 2,Serval,Either,2015,1
Matetsi 2,Serval,Either,2016,1
Matetsi 2,Serval,Either,2017,1
Matetsi 2,Serval,Either,2018,1
Matetsi 2,Warthog,Female,2000,
Matetsi 2,Warthog,Female,2001,
Matetsi 2,Warthog,Female,2002,
Matetsi 2,Warthog,Female,2003,
Matetsi 2,Warthog,Female,2004,
Matetsi 2,Warthog,Female,2005,
Matetsi 2,Warthog,Female,2006,5
Matetsi 2,Warthog,Female,2007,5
Matetsi 2,Warthog,Female,2008,5
Matetsi 2,Warthog,Female,2009,5
Matetsi 2,Warthog,Female,2010,5
Matetsi 2,Warthog,Female,2011,0
Matetsi 2,Warthog,Female,2012,0
Matetsi 2,Warthog,Female,2013,0
Matetsi 2,Warthog,Female,2014,0
Matetsi 2,Warthog,Female,2015,0
Matetsi 2,Warthog,Female,2016,0
Matetsi 2,Warthog,Female,2017,0
Matetsi 2,Warthog,Female,2018,0
Matetsi 2,Warthog,Male,2000,
Matetsi 2,Warthog,Male,2001,
Matetsi 2,Warthog,Male,2002,
Matetsi 2,Warthog,Male,2003,
Matetsi 2,Warthog,Male,2004,
Matetsi 2,Warthog,Male,2005,
Matetsi 2,Warthog,Male,2006,10
Matetsi 2,Warthog,Male,2007,10
Matetsi 2,Warthog,Male,2008,10
Matetsi 2,Warthog,Male,2009,10
Matetsi 2,Warthog,Male,2010,10
Matetsi 2,Warthog,Male,2011,10
Matetsi 2,Warthog,Male,2012,10
Matetsi 2,Warthog,Male,2013,10
Matetsi 2,Warthog,Male,2014,10
Matetsi 2,Warthog,Male,2015,10
Matetsi 2,Warthog,Male,2016,10
Matetsi 2,Warthog,Male,2017,10
Matetsi 2,Warthog,Male,2018,10
Matetsi 2,Waterbuck,Female,2000,
Matetsi 2,Waterbuck,Female,2001,
Matetsi 2,Waterbuck,Female,2002,
Matetsi 2,Waterbuck,Female,2003,
Matetsi 2,Waterbuck,Female,2004,
Matetsi 2,Waterbuck,Female,2005,
